name,latitude,longitude,description,info,type,status
"Potter, Barnett and Stephens",-13.765825360578,-48.0466568080849,Happy away campaign one actually. Media rest art middle activity.,"{""address"": ""1850 Hector Ramp Apt. 792\nSouth Oliviabury, TN 67531"", ""website"": ""https://www.olsen.com/""}",CAFE,ACTIVE
Johnson-Rowland,-12.6517845060881,-48.5930689573206,Sea know sense book try better. Seat blood opportunity serve market pass. Tend many movie itself choice.,"{""address"": ""0203 David Corners\nOlsenland, NV 60859"", ""website"": ""https://www.kennedy-phillips.biz/""}",COCKTAIL_BAR,ACTIVE
"Jones, Marshall and Gonzalez",-12.6592985080732,-48.6127632680379,Throw military run half politics kind. Book collection view sell name energy finish.,"{""address"": ""67484 Tina Street Apt. 219\nNorth John, IL 95286"", ""website"": ""http://www.mcmahon.biz/""}",CAFE,ACTIVE
"Wilson, Gibbs and Lang",-13.0348153376968,-46.7728301882744,Ago police any how see question strategy. Continue wide indeed set former. Bar memory tonight raise myself black. Identify cold simple way situation.,"{""address"": ""4728 Matthew Unions\nLake Saraville, MS 21955"", ""website"": ""https://davis.com/""}",LOUNGE,ACTIVE
Campbell-Martinez,-12.7144217878207,-46.4072947204113,Your degree rock third. Democratic partner check as. Campaign my just live.,"{""address"": ""1122 Gordon Loaf Suite 480\nAbigailville, MA 88776"", ""website"": ""https://calderon-richardson.com/""}",LOUNGE,ACTIVE
Kelly and Sons,-12.4026989729239,-46.4306004345417,One help hotel project expert care society. Fact case PM point.,"{""address"": ""220 Bird Row Apt. 167\nPamelaport, MO 03329"", ""website"": ""https://www.williams-edwards.com/""}",RESTAURANT,ACTIVE
Jones Ltd,-12.0862404883896,-45.7780431210995,Environment camera same player stage indeed health always. Hair page particular bar employee everyone common. Sister process foreign family feeling thing rest.,"{""address"": ""138 Martinez Lodge\nKarenshire, CO 70582"", ""website"": ""https://www.cooper-fernandez.com/""}",CAFE,ACTIVE
Fleming-Anderson,-13.4048391619552,-46.0950842499733,Understand process idea arm. Must ahead marriage economy cold evidence a.,"{""address"": ""816 Mary Street\nGutierrezville, TN 72611"", ""website"": ""https://kennedy.org/""}",WINERY,ACTIVE
Smith-Garcia,-13.6211556977802,-45.3664749413583,Magazine until nature read world ability late. Perform dog third realize civil these.,"{""address"": ""2769 Sharon Place Apt. 821\nKimberg, MN 60917"", ""website"": ""http://dougherty.org/""}",ROOFTOP_BAR,ACTIVE
"Perez, Martinez and Gordon",-13.8533162414178,-46.1763726174832,Similar provide member. Standard address kid finally. While serve positive respond food line history organization. Attack artist back.,"{""address"": ""358 Snyder Wells Apt. 185\nWest Christinetown, MP 96792"", ""website"": ""http://www.byrd.net/""}",LOUNGE,ACTIVE
Taylor and Sons,-13.8541962036498,-46.175363057206,Environment resource contain nearly rule institution. Green appear trouble.,"{""address"": ""90420 Villanueva Motorway\nPort Mark, MS 90096"", ""website"": ""https://martin-hendrix.net/""}",SPORTS_BAR,ACTIVE
"Ryan, Hobbs and Hardin",-13.2946706353569,-46.3953025639057,Many baby include action according always line.,"{""address"": ""6411 Khan Points\nEast Chaseton, FL 82166"", ""website"": ""http://www.sanchez.com/""}",SPORTS_BAR,ACTIVE
"Klein, Nicholson and Rowland",-13.7880083403873,-47.3173565561903,Son consider concern fund race investment leg.,"{""address"": ""31113 Leon Drive\nNew Leonardborough, MH 15658"", ""website"": ""https://freeman-mills.com/""}",ROOFTOP_BAR,ACTIVE
Burgess-Martinez,-16.757217,-47.607067,Agent available they drug smile reach believe. Owner since president hot. Free hand be effect phone market. Bag unit everybody let chance common reflect.,"{""address"": ""9612 Allison Stream Apt. 847\nLake Brandonview, CT 44061"", ""website"": ""http://www.johnson.biz/""}",WINERY,ACTIVE
"Duffy, Elliott and Jordan",-16.3631073178528,-47.8308141231537,Knowledge PM will office space. Personal relationship account which lay health. Program leave smile.,"{""address"": ""042 Joseph Island Apt. 615\nColeshire, IA 26480"", ""website"": ""https://hall-cunningham.info/""}",WINERY,ACTIVE
"Mcdonald, Yoder and Moore",-15.868677,-47.973049,Race budget spend impact out. Way oil around.,"{""address"": ""76219 Smith Squares\nBlanchardland, OH 72303"", ""website"": ""http://www.murphy.com/""}",RESTAURANT,ACTIVE
Andrews-Tran,-15.833738,-48.052223,Plan white music shake six million appear.,"{""address"": ""62673 Anthony Hills Suite 828\nCowanville, GU 12660"", ""website"": ""http://harris.com/""}",BAR,ACTIVE
"Peterson, Robertson and Rush",-15.808586,-48.019997,Plan claim month say anything choose guess.,"{""address"": ""288 Hoffman Road\nRuizton, TN 71638"", ""website"": ""https://www.andrews.info/""}",COCKTAIL_BAR,ACTIVE
Villanueva-Bauer,-15.788761,-47.885742,Foot partner offer three perform doctor new. Eight property color no traditional practice.,"{""address"": ""9316 Jonathan Well\nLake Pamela, IL 64685"", ""website"": ""https://www.davis-sandoval.com/""}",CAFE,ACTIVE
Barr-Turner,-15.8048250777003,-47.8816848993301,Meet movement image begin support action take. Happen school learn international former.,"{""address"": ""PSC 3872, Box 6811\nAPO AE 34740"", ""website"": ""http://www.martin.com/""}",NIGHTCLUB,ACTIVE
"Campos, Jones and Peterson",-15.177312,-48.287655,Course without national. Significant least upon drug prevent film. Goal someone expect section pressure camera.,"{""address"": ""3424 Reynolds Green Suite 537\nSmithmouth, MN 62426"", ""website"": ""http://www.hernandez-berger.biz/""}",COCKTAIL_BAR,ACTIVE
Wilson-Deleon,-15.0571121617595,-48.1563648420643,Sit across mouth sometimes. Girl success participant.,"{""address"": ""1499 Werner Points Apt. 058\nDavidburgh, OK 89286"", ""website"": ""http://morales-bender.com/""}",ROOFTOP_BAR,ACTIVE
Brown Inc,-15.6685946472587,-48.2015768811107,Surface laugh Republican bank call although theory large. Cultural hundred series major probably good adult art. Claim out piece example.,"{""address"": ""3195 Day Centers Suite 024\nNorth Ernest, RI 32179"", ""website"": ""https://turner.biz/""}",FOOD_TRUCK,ACTIVE
"Garcia, Blake and Owens",-15.813601,-48.088455,Risk very quickly fish often room range well. Lot home clear recent all.,"{""address"": ""Unit 0780 Box 0901\nDPO AP 75198"", ""website"": ""https://www.cabrera.com/""}",FOOD_TRUCK,ACTIVE
"Williams, James and Adams",-15.9236471628722,-48.1754736901803,Guy situation herself race record anyone. Receive democratic do design. Hear general media million somebody cell rule.,"{""address"": ""702 Todd Hills\nCoffeyville, MD 11290"", ""website"": ""https://www.vargas.com/""}",SPORTS_BAR,ACTIVE
"White, Taylor and Cohen",-16.0863838071062,-48.5037857294083,Relate fine card only report chair generation. Girl finally moment politics seat get democratic.,"{""address"": ""33710 Nelson Prairie Suite 061\nScottborough, ID 66256"", ""website"": ""http://www.sutton-diaz.org/""}",BREWERY,ACTIVE
Warren-Kelley,-16.4048834262142,-48.9770145714283,Oil building study affect determine whose. Require soon state central left matter address.,"{""address"": ""6437 Levy Burgs\nNew Mike, AK 03623"", ""website"": ""https://williams-le.com/""}",COCKTAIL_BAR,ACTIVE
Best LLC,-16.6777072805857,-49.2581275105476,Particularly what walk character newspaper. As pressure theory relationship. Toward professor little tree trial join.,"{""address"": ""422 Nunez Fords\nSusanland, MA 22246"", ""website"": ""https://www.lee.org/""}",ROOFTOP_BAR,ACTIVE
Miller-Hamilton,-16.4373781611747,-54.6796878576606,Direction old usually play. Account mother figure ten home level.,"{""address"": ""5254 Glenn Isle\nPort Julian, KY 88163"", ""website"": ""http://powers-larsen.com/""}",NIGHTCLUB,ACTIVE
Spence-Lawrence,-18.5098610470221,-54.7485691308975,New trouble prevent lawyer. Right learn treat. Around daughter both which several.,"{""address"": ""96373 Ellis Mount Apt. 390\nLake Annafurt, VI 31510"", ""website"": ""https://carr.com/""}",COCKTAIL_BAR,ACTIVE
Mays-Hernandez,-17.5848347281079,-54.7526820469648,Spring class trade take outside their physical. Church benefit challenge each should. President now each total government Mrs assume.,"{""address"": ""50035 Ronald Land Apt. 793\nWest Jimmyberg, VT 22630"", ""website"": ""https://www.garcia.org/""}",BAR,ACTIVE
Hernandez PLC,-18.9167279962088,-54.8455873131752,Pull American stay pay. Couple yard spring gas early.,"{""address"": ""5206 Edgar Plaza Suite 576\nSteventon, MH 96849"", ""website"": ""https://foster.com/""}",LOUNGE,ACTIVE
Garcia-Estrada,-19.9206397592323,-54.3661880493164,Lay provide service enough thank discover. Education according single ok.,"{""address"": ""91755 Werner Track Suite 427\nJustinmouth, MN 29102"", ""website"": ""http://www.bailey-oconnor.com/""}",BAR,ACTIVE
Duncan-Nash,-19.3960362332532,-54.5751495659351,Spring religious home scientist remain challenge international.,"{""address"": ""512 Christopher Mill Suite 683\nTroytown, GA 06621"", ""website"": ""https://www.smith.com/""}",COCKTAIL_BAR,ACTIVE
Thomas Inc,-20.4545148222683,-53.7602126598358,Whom avoid defense. Ok less few baby.,"{""address"": ""0252 Elaine Forge Suite 036\nSandersview, AL 88696"", ""website"": ""https://www.reyes-clark.com/""}",RESTAURANT,ACTIVE
"Paul, Hamilton and Ramirez",-20.4473385104681,-52.8768807649612,Throw short add girl. Account one drive pattern lead among.,"{""address"": ""7623 Randy Points Suite 620\nTurnerchester, MO 92462"", ""website"": ""https://www.hill.com/""}",NIGHTCLUB,ACTIVE
Williamson-Lam,-20.4807198526548,-54.6020999830216,Chair kitchen smile lay run government somebody. Information peace marriage environment order father may. Out itself table international property.,"{""address"": ""9997 Frey Shoals Suite 034\nJohnshire, OK 97451"", ""website"": ""http://lee-brennan.com/""}",SPORTS_BAR,ACTIVE
Ewing Group,-20.7842298669961,-51.709131449461,Rate run air edge improve morning. Voice present family teacher their son indeed exist.,"{""address"": ""37054 James Lake\nDominguezstad, KY 60940"", ""website"": ""http://www.mason-austin.biz/""}",CAFE,ACTIVE
Davis Group,-21.2060974813055,-50.4370359890163,Public student girl check white affect. National skill exist fund page. Summer computer year animal key.,"{""address"": ""PSC 7964, Box 1952\nAPO AP 62789"", ""website"": ""http://www.hood.com/""}",CAFE,ACTIVE
Hunter-Anthony,-21.1281546799099,-51.1049142479897,Instead room to street kid score all. Those middle any responsibility. Picture person high garden any defense six.,"{""address"": ""909 Renee Forks Suite 144\nLake Kevin, CT 78046"", ""website"": ""http://www.rodriguez-james.com/""}",PUB,ACTIVE
"Herring, Burgess and Wright",-20.6062030274505,-52.2157108783722,Method everything painting that nature gas. School nearly recent sure rule. Direction ready single.,"{""address"": ""997 Phelps Knolls Suite 601\nLake Paul, OR 98576"", ""website"": ""http://parsons-martinez.com/""}",BAR,ACTIVE
Patton Ltd,-17.212919,-46.874619,Together method training method. Best child so grow light wife according.,"{""address"": ""PSC 1000, Box 7596\nAPO AA 15183"", ""website"": ""http://campbell.com/""}",PUB,ACTIVE
Harmon-Vasquez,-17.746353,-46.174073,Political thank we remain address interest.,"{""address"": ""84951 Love Knoll Apt. 067\nNew Stevenside, IA 40738"", ""website"": ""http://frederick.com/""}",BREWERY,ACTIVE
"Brooks, Lewis and Campos",-18.208931,-45.24218,Office billion heavy together good amount character.,"{""address"": ""8106 Raymond Crossing Apt. 730\nMasseytown, NY 12628"", ""website"": ""https://www.jacobson-dunn.org/""}",FOOD_TRUCK,ACTIVE
Herman Ltd,-21.5368891255853,-49.8591354489327,Style program instead country film hit skin. Likely environmental company magazine reflect.,"{""address"": ""6581 Bailey Mountains\nJuantown, NM 18938"", ""website"": ""http://page-shah.com/""}",BAR,ACTIVE
Shaffer PLC,-22.3418645514086,-49.0664062276483,Consider Democrat him behavior federal personal. Own environmental sister charge hotel apply.,"{""address"": ""736 Sean Groves\nJonathanburgh, NH 11750"", ""website"": ""https://johnson.org/""}",COCKTAIL_BAR,ACTIVE
Barnes-Montes,-21.9914654705777,-49.4571769237518,Contain on rate economic order name some. Father hard meeting black. Along old they four.,"{""address"": ""731 Brenda Plains Suite 348\nRandolphside, NM 09562"", ""website"": ""http://www.davis.com/""}",COCKTAIL_BAR,ACTIVE
"Johnson, Reed and Smith",-22.9579716081703,-49.8833987116404,Notice federal manager western consider. Meet thousand goal conference sister vote.,"{""address"": ""0447 Suzanne Bridge Apt. 865\nRachaelfort, WV 44976"", ""website"": ""http://www.good-benton.com/""}",PUB,ACTIVE
Peck LLC,-22.2878691634879,-48.1281624734402,Easy program article opportunity. Trouble chance along poor between.,"{""address"": ""6906 Tiffany Passage\nGutierrezview, VI 23361"", ""website"": ""http://moore-hayes.info/""}",COCKTAIL_BAR,ACTIVE
Garcia-Webb,-22.5413065049187,-47.3856680095196,Piece north deep could heavy night we according. Behind trip reality but treat. Send television church audience.,"{""address"": ""093 Schneider Shoals Apt. 306\nEast Christopher, MD 66431"", ""website"": ""https://roth.com/""}",BAR,ACTIVE
"Nguyen, Davis and Barrera",-22.9045285389197,-47.0552225410938,Fear step by recent weight attack. It peace important teacher create increase life part.,"{""address"": ""2546 Mary Station\nNew Joshua, OH 75702"", ""website"": ""http://bailey.com/""}",NIGHTCLUB,ACTIVE
"Nelson, Armstrong and Riley",-23.215116,-45.906743,Research cause project where democratic break door.,"{""address"": ""997 David Spurs\nAndersonview, AK 51357"", ""website"": ""http://stewart.biz/""}",BAR,ACTIVE
Rich-Ryan,-23.1920490846166,-45.8911719918251,Try interest both anything reduce nor. Campaign open on not. Level animal memory wear shoulder.,"{""address"": ""9249 Rodriguez Vista\nPort Christopher, FM 18660"", ""website"": ""http://www.wright-weaver.net/""}",BAR,ACTIVE
Watson and Sons,-22.7324387158247,-45.1239928230643,Purpose page than share off fall. Either however this among easy share.,"{""address"": ""3596 Torres Tunnel\nEast Erin, MT 67237"", ""website"": ""http://www.lopez-richards.com/""}",COCKTAIL_BAR,ACTIVE
Williams-Marshall,-23.622151,-45.414932,Tough left middle bank enough. Player cause operation piece town identify series.,"{""address"": ""740 Wright Terrace\nWest Donnafurt, IA 72426"", ""website"": ""http://www.lutz-mckenzie.com/""}",BREWERY,ACTIVE
Bowen-Simmons,-23.645101,-46.730648,Gas three degree manage. Technology shake nor three none.,"{""address"": ""78058 Andrew Stream Apt. 850\nNorth Emily, MI 30674"", ""website"": ""http://brown.biz/""}",COCKTAIL_BAR,ACTIVE
Gallegos Inc,-23.54574,-46.308678,Note hundred sort miss. Kitchen expert cold mention a teach.,"{""address"": ""185 Davila Pass\nNicholasmouth, CO 65802"", ""website"": ""http://chavez-mason.com/""}",COCKTAIL_BAR,ACTIVE
"Mcdonald, Ferguson and Ramos",-23.519241264822,-46.6761070489883,Line none option involve however. Pay thus hotel by some. Fish be culture us water.,"{""address"": ""7969 Williams Shore\nVictoriaburgh, ND 84907"", ""website"": ""https://www.miller-hayes.info/""}",PUB,ACTIVE
Davis-Thompson,-23.492507,-46.808273,Population later quickly ahead make draw. President answer building southern measure after. Hospital last go sort fill appear career.,"{""address"": ""25896 Abigail Land Apt. 063\nSantosberg, GU 43073"", ""website"": ""https://hall.com/""}",BAR,ACTIVE
Bowman-Welch,-23.50308,-46.8272,Personal first stock class. Worker pretty mention race recognize seat line rate. Impact big law.,"{""address"": ""1211 Anna Tunnel\nSarahside, CO 68180"", ""website"": ""https://www.harris-brown.org/""}",BREWERY,ACTIVE
